"","logFC","logCPM","LR","PValue","FDR","diffexpressed","SYMBOL","delabel"
"hsa-mir-33b",-1.75560376942755,3.39725462643604,97.4688164830883,5.47111444534264e-23,4.27050877539245e-21,"DOWN","hsa-mir-33b","hsa-mir-33b"
"hsa-mir-346",1.48351555631038,-0.287380063376011,8.99869840900715,0.00270171957662341,0.00870622936962361,"UP","hsa-mir-346","hsa-mir-346"
"hsa-mir-34a",1.11817821256212,8.49877698703949,62.4732415434361,2.70089522445278e-15,7.90574539657532e-14,"UP","hsa-mir-34a","hsa-mir-34a"
"hsa-mir-34b",3.07857888508381,0.464990913902119,37.7780236299141,7.92697590056334e-10,9.35916062209369e-09,"UP","hsa-mir-34b","hsa-mir-34b"
"hsa-mir-34c",3.4731346917448,2.26915628356378,64.3213360610499,1.05694938194031e-15,3.30003084805809e-14,"UP","hsa-mir-34c","hsa-mir-34c"
"hsa-mir-3591",2.08575300259114,1.87248779072506,42.8779928706437,5.82623997248535e-11,8.35292567483869e-10,"UP","hsa-mir-3591","hsa-mir-3591"
"hsa-mir-3607",-1.959230420763,6.47318717267978,133.132686753942,8.45666423500697e-31,1.4852016562731e-28,"DOWN","hsa-mir-3607","hsa-mir-3607"
"hsa-mir-3614",-1.31094337611729,2.29411222797843,74.9848850540893,4.74331546091722e-18,1.70880980066377e-16,"DOWN","hsa-mir-3614","hsa-mir-3614"
"hsa-mir-3616",-1.74212123466202,-1.15941017903448,28.8319822235742,7.8936814387985e-08,7.15524027194316e-07,"DOWN","hsa-mir-3616","hsa-mir-3616"
"hsa-mir-3619",1.10877231795925,-0.812580487691914,13.4843355136907,0.000240563314273495,0.000982533303936802,"UP","hsa-mir-3619","hsa-mir-3619"
"hsa-mir-3662",2.71593771238411,0.426751598778715,47.9448362049122,4.38381146447216e-12,7.60401865133751e-11,"UP","hsa-mir-3662","hsa-mir-3662"
"hsa-mir-3677",1.46382883197751,2.46478703581967,48.6261630955445,3.09709836886488e-12,5.43927901031894e-11,"UP","hsa-mir-3677","hsa-mir-3677"
"hsa-mir-3680-1",1.24803554525497,-0.62897849676417,15.9607486647507,6.46695259319262e-05,0.000295002220566092,"UP","hsa-mir-3680-1","hsa-mir-3680-1"
"hsa-mir-3680-2",1.57230432760766,-0.883196984165545,19.8479919337307,8.38507697326805e-06,4.75041659171032e-05,"UP","hsa-mir-3680-2","hsa-mir-3680-2"
"hsa-mir-3691",1.07115377870821,-0.215805317840858,17.2108653458271,3.34517644281019e-05,0.00016725882214051,"UP","hsa-mir-3691","hsa-mir-3691"
"hsa-mir-371a",5.2800894520644,1.99128398942069,11.162783351106,0.000834546222879937,0.0030376617698091,"UP","hsa-mir-371a","hsa-mir-371a"
"hsa-mir-372",7.08436438604642,5.75120369901363,37.7986820275876,7.84347460798056e-10,9.33905239340058e-09,"UP","hsa-mir-372","hsa-mir-372"
"hsa-mir-373",4.8720540960167,2.69388380464656,17.0175683233226,3.7035551898308e-05,0.000181940386073856,"UP","hsa-mir-373","hsa-mir-373"
"hsa-mir-378b",-1.24054184536121,-1.15391746773944,18.1050122550937,2.09050414472292e-05,0.000108783641605026,"DOWN","hsa-mir-378b","hsa-mir-378b"
"hsa-mir-378c",-1.0129926110447,4.43510835295272,38.6951257276254,4.95444745254713e-10,6.16017581489266e-09,"DOWN","hsa-mir-378c","hsa-mir-378c"
"hsa-mir-378d-2",-1.10187240039805,0.576254241930362,28.282713260431,1.04827967834867e-07,9.26310030238924e-07,"DOWN","hsa-mir-378d-2","hsa-mir-378d-2"
"hsa-mir-380",1.55382020568228,1.9544602587424,12.8215040108035,0.000342658165205891,0.00136104575942732,"UP","hsa-mir-380","hsa-mir-380"
"hsa-mir-3911",1.50411025158479,-1.10369324656214,15.7077681085917,7.39199647734092e-05,0.0003318132604046,"UP","hsa-mir-3911","hsa-mir-3911"
"hsa-mir-3920",1.19902719901561,-1.06901175026138,12.3330233823763,0.00044501506539205,0.00175630945751638,"UP","hsa-mir-3920","hsa-mir-3920"
"hsa-mir-3923",7.60163491145674,4.14485494849439,39.8598567592859,2.72853758582194e-10,3.58279935334564e-09,"UP","hsa-mir-3923","hsa-mir-3923"
"hsa-mir-3925",1.77205138348611,-1.01199211468694,16.4412936701516,5.01801107458158e-05,0.000233453826483017,"UP","hsa-mir-3925","hsa-mir-3925"
"hsa-mir-409",1.14330461553028,5.84673682399564,13.6812119950006,0.000216610760342655,0.000892487150385425,"UP","hsa-mir-409","hsa-mir-409"
"hsa-mir-410",1.6409884079372,5.46467270893476,20.6907169512331,5.39770523676001e-06,3.21346434646094e-05,"UP","hsa-mir-410","hsa-mir-410"
"hsa-mir-412",1.94531363602766,4.47388067792605,21.9635294885176,2.7788101947889e-06,1.75866140706234e-05,"UP","hsa-mir-412","hsa-mir-412"
"hsa-mir-424",-2.41394857059741,7.54726722550611,371.523119076031,8.72098800165826e-83,1.22529881423299e-79,"DOWN","hsa-mir-424","hsa-mir-424"
"hsa-mir-431",2.34695726922147,5.38775796389792,31.2597216790892,2.2571433901133e-08,2.2176828413351e-07,"UP","hsa-mir-431","hsa-mir-431"
"hsa-mir-432",1.74346553843604,4.96323909621287,19.9163509607918,8.09054070215116e-06,4.6208169457408e-05,"UP","hsa-mir-432","hsa-mir-432"
"hsa-mir-4326",1.52264377776896,2.75588105397267,37.9415621343545,7.28956566701861e-10,8.75370919842833e-09,"UP","hsa-mir-4326","hsa-mir-4326"
"hsa-mir-4421",1.76790839282577,-0.838489420862346,16.9190048805634,3.90090644880165e-05,0.00018834273404008,"UP","hsa-mir-4421","hsa-mir-4421"
"hsa-mir-4433b",-1.27405182725199,-0.712959262911647,19.094351839569,1.24412536288086e-05,6.80154138072998e-05,"DOWN","hsa-mir-4433b","hsa-mir-4433b"
"hsa-mir-4435-1",1.12998550128385,-1.18777831861166,13.3764166974279,0.000254808084336806,0.00103469756789946,"UP","hsa-mir-4435-1","hsa-mir-4435-1"
"hsa-mir-4435-2",1.42564576052469,-1.14833016783374,16.973180157903,3.79115906651674e-05,0.000184950641960279,"UP","hsa-mir-4435-2","hsa-mir-4435-2"
"hsa-mir-4442",-1.19735376352184,-0.698762534770895,30.1650788101414,3.96790098261236e-08,3.7924495786193e-07,"DOWN","hsa-mir-4442","hsa-mir-4442"
"hsa-mir-4454",-1.04709245574904,-0.694951609724047,19.8563960118188,8.34829397759755e-06,4.74872592652816e-05,"DOWN","hsa-mir-4454","hsa-mir-4454"
"hsa-mir-449a",1.21602786755036,-0.738287940500483,10.6959863754223,0.00107368212990975,0.00379025978020905,"UP","hsa-mir-449a","hsa-mir-449a"
"hsa-mir-450a-1",-1.32044378520947,2.53187514647351,93.6727959439745,3.72242117013235e-22,2.4904770209695e-20,"DOWN","hsa-mir-450a-1","hsa-mir-450a-1"
"hsa-mir-450a-2",-1.33729962285903,2.54758360534571,93.4788427771504,4.10565866150971e-22,2.60496002254214e-20,"DOWN","hsa-mir-450a-2","hsa-mir-450a-2"
"hsa-mir-4515",1.45469866071368,-0.882985156954832,13.8283267560265,0.000200293654401593,0.000832581610752183,"UP","hsa-mir-4515","hsa-mir-4515"
"hsa-mir-4517",1.88165579231762,-0.888807241601879,21.1189705730795,4.31633878917505e-06,2.61398965465127e-05,"UP","hsa-mir-4517","hsa-mir-4517"
"hsa-mir-451a",-1.08482297203721,9.98804199834202,21.0677571864586,4.43325317176399e-06,2.67327068941133e-05,"DOWN","hsa-mir-451a","hsa-mir-451a"
"hsa-mir-452",2.26937579745184,8.10999103784226,82.9742039508274,8.31311944838072e-20,3.76772026612094e-18,"UP","hsa-mir-452","hsa-mir-452"
"hsa-mir-4536-1",-1.02200628466844,-0.865739578501961,18.8093978515612,1.4445358649175e-05,7.77614134179728e-05,"DOWN","hsa-mir-4536-1","hsa-mir-4536-1"
"hsa-mir-4536-2",-1.15821613753072,-0.903255585780113,25.3351514645828,4.81847256143012e-07,3.7197549169282e-06,"DOWN","hsa-mir-4536-2","hsa-mir-4536-2"
"hsa-mir-4643",1.83921887362268,-1.08665462455189,16.2948554189079,5.42109318298105e-05,0.0002513741228412,"UP","hsa-mir-4643","hsa-mir-4643"
"hsa-mir-4652",7.02308998957728,2.06210231523524,47.3094102113292,6.06204936995040e-12,1.01394992437861e-10,"UP","hsa-mir-4652","hsa-mir-4652"
"hsa-mir-4654",1.14134244872826,-1.08596234729804,9.47969745798346,0.00207758226429904,0.00688444122957581,"UP","hsa-mir-4654","hsa-mir-4654"
"hsa-mir-466",5.75199360007855,2.45812674468294,27.509189186405,1.56349879806322e-07,1.32332277787881e-06,"UP","hsa-mir-466","hsa-mir-466"
"hsa-mir-4661",1.81724077457368,2.99013409799147,53.0287874999515,3.28695574402337e-13,7.10488126208129e-12,"UP","hsa-mir-4661","hsa-mir-4661"
"hsa-mir-4664",1.91249820278213,0.361401714476153,43.8582795761325,3.530345430962e-11,5.16680763593917e-10,"UP","hsa-mir-4664","hsa-mir-4664"
"hsa-mir-4678",-1.10688079427422,-1.04361427387046,13.178364413024,0.000283199824402743,0.00114337860139613,"DOWN","hsa-mir-4678","hsa-mir-4678"
"hsa-mir-4683",-1.51641673846726,-0.817336757462364,38.7767385227921,4.75156603363899e-10,5.9606698904132e-09,"DOWN","hsa-mir-4683","hsa-mir-4683"
"hsa-mir-4684",1.6256164261052,-1.11708995541488,16.9853752033202,3.76688562587658e-05,0.000184406770186641,"UP","hsa-mir-4684","hsa-mir-4684"
"hsa-mir-4686",-3.85444859315776,-0.770384735722954,159.463760299487,1.48187456700876e-36,5.03407305507318e-34,"DOWN","hsa-mir-4686","hsa-mir-4686"
"hsa-mir-4691",1.30632929818952,-0.906830404624527,10.7302825468458,0.0010539635201323,0.00373549529573916,"UP","hsa-mir-4691","hsa-mir-4691"
"hsa-mir-4713",1.23184772518724,-1.17368899242712,10.1436889191669,0.00144796110400787,0.00499848980621882,"UP","hsa-mir-4713","hsa-mir-4713"
"hsa-mir-4733",1.62131594151447,-0.848972312167485,22.1122894695976,2.57158166142541e-06,1.68049871362916e-05,"UP","hsa-mir-4733","hsa-mir-4733"
"hsa-mir-4739",1.12527514000737,-0.0723412003762508,9.49468656646394,0.00206067782703292,0.00684456819617317,"UP","hsa-mir-4739","hsa-mir-4739"
"hsa-mir-4742",1.07718717894889,0.487685661461128,28.3664447038649,1.00390381560285e-07,8.9839800058726e-07,"UP","hsa-mir-4742","hsa-mir-4742"
"hsa-mir-4745",1.176258126532,-0.76484597015885,9.08876384160862,0.00257184645482506,0.0083067684345499,"UP","hsa-mir-4745","hsa-mir-4745"
"hsa-mir-4746",2.39734025359833,2.03087662637415,102.027629196597,5.47527490865777e-24,4.8079757791651e-22,"UP","hsa-mir-4746","hsa-mir-4746"
"hsa-mir-4751",-1.1940012219572,-0.691060725824176,14.6714659452037,0.00012796893787855,0.000550685764828507,"DOWN","hsa-mir-4751","hsa-mir-4751"
"hsa-mir-4753",1.4811433330546,-0.899929296440192,18.2160086014582,1.9721421246127e-05,0.000103777516295163,"UP","hsa-mir-4753","hsa-mir-4753"
"hsa-mir-4756",1.43239983613518,-1.12574772012668,9.23594105889907,0.00237310407759647,0.00771808154866444,"UP","hsa-mir-4756","hsa-mir-4756"
"hsa-mir-4758",1.57723970834774,-0.687745319757387,21.7576135335999,3.09359740033999e-06,1.92323201215827e-05,"UP","hsa-mir-4758","hsa-mir-4758"
"hsa-mir-4760",-1.21310852290732,-1.23939385570191,20.1416219951855,7.19145525838968e-06,4.17520439588326e-05,"DOWN","hsa-mir-4760","hsa-mir-4760"
"hsa-mir-4784",-1.28864986058215,-0.366534303172307,12.1040820602504,0.000503115585151833,0.00195269999209482,"DOWN","hsa-mir-4784","hsa-mir-4784"
"hsa-mir-4791",-1.19150966842624,-0.35112440868493,41.4237758673434,1.22557669784129e-10,1.72193526046701e-09,"DOWN","hsa-mir-4791","hsa-mir-4791"
"hsa-mir-4800",-2.08034792985475,-0.778930160568178,90.1273527870263,2.23312976697751e-21,1.20674897023208e-19,"DOWN","hsa-mir-4800","hsa-mir-4800"
"hsa-mir-483",1.88342877981887,8.69310457856678,12.2404142945544,0.000467654443915657,0.00183534774776955,"UP","hsa-mir-483","hsa-mir-483"
"hsa-mir-485",1.67273049326284,4.10234764902601,18.731784045445,1.50453685623676e-05,8.03754480232946e-05,"UP","hsa-mir-485","hsa-mir-485"
"hsa-mir-490",-3.4473718377569,1.16214083992957,93.4037837814355,4.26434736786257e-22,2.60496002254214e-20,"DOWN","hsa-mir-490","hsa-mir-490"
"hsa-mir-493",1.467269007758,5.29007099385909,17.1798718172693,3.40020059939984e-05,0.00016940715752329,"UP","hsa-mir-493","hsa-mir-493"
"hsa-mir-496",1.38910535172075,2.95860513914774,13.8840023541193,0.000194446537138844,0.000817956241557113,"UP","hsa-mir-496","hsa-mir-496"
"hsa-mir-497",-1.0482113626297,4.36357105118717,62.8360176150281,2.24652817256036e-15,6.71568528180278e-14,"DOWN","hsa-mir-497","hsa-mir-497"
"hsa-mir-498",6.3258302891025,1.86563894440738,16.7613727780477,4.23874379408427e-05,0.000203257168282881,"UP","hsa-mir-498","hsa-mir-498"
"hsa-mir-499a",1.91437862952462,2.18337780639355,16.1982879868906,5.7045647605835e-05,0.000263648470020389,"UP","hsa-mir-499a","hsa-mir-499a"
"hsa-mir-499b",1.02152078792134,-1.19488460066788,11.0287884650772,0.000897077572189715,0.00324008737513252,"UP","hsa-mir-499b","hsa-mir-499b"
"hsa-mir-5003",1.41140794200398,-0.271664294769034,27.7366014663541,1.39007621030311e-07,1.20559078733079e-06,"UP","hsa-mir-5003","hsa-mir-5003"
"hsa-mir-500a",1.43928284467163,8.68998823132332,83.538870468973,6.24753814067888e-20,2.92593036255128e-18,"UP","hsa-mir-500a","hsa-mir-500a"
"hsa-mir-500b",1.07413873635288,3.11276183940127,52.1826367389871,5.05713226349453e-13,1.02974939568258e-11,"UP","hsa-mir-500b","hsa-mir-500b"
"hsa-mir-501",1.31640734657789,6.15157582242611,64.9774960307705,7.57583212002717e-16,2.41910093832686e-14,"UP","hsa-mir-501","hsa-mir-501"
"hsa-mir-508",1.8106494433386,4.27656696861215,17.3721355598325,3.07298233975775e-05,0.00015530720098416,"UP","hsa-mir-508","hsa-mir-508"
"hsa-mir-509-1",2.05906803435726,1.18293393765425,14.6560648719008,0.000129018826757915,0.00055265686461851,"UP","hsa-mir-509-1","hsa-mir-509-1"
"hsa-mir-509-2",2.21639803167912,1.1982518522467,16.8380018976143,4.07098798934968e-05,0.000195881442638229,"UP","hsa-mir-509-2","hsa-mir-509-2"
"hsa-mir-509-3",2.25633323142864,1.50744872558925,17.7620251096288,2.5033019730241e-05,0.000128362747156893,"UP","hsa-mir-509-3","hsa-mir-509-3"
"hsa-mir-511",-1.35153802720291,4.06916538902307,92.2840796014704,7.50859177312275e-22,4.39565476718228e-20,"DOWN","hsa-mir-511","hsa-mir-511"
"hsa-mir-512-1",7.67634133694596,4.07220223183783,31.6179562881957,1.87686092986909e-08,1.85703493413103e-07,"UP","hsa-mir-512-1","hsa-mir-512-1"
"hsa-mir-512-2",7.57544516464618,4.09764322361611,29.7616451769189,4.88562720276175e-08,4.57620414658684e-07,"UP","hsa-mir-512-2","hsa-mir-512-2"
"hsa-mir-513c",1.91399885032772,-0.793797284631162,9.7645087049959,0.00177913052451892,0.006037870499877,"UP","hsa-mir-513c","hsa-mir-513c"
"hsa-mir-514a-1",2.09091442385131,1.95427308855787,17.3398461507324,3.12563802099669e-05,0.000157402201415783,"UP","hsa-mir-514a-1","hsa-mir-514a-1"
"hsa-mir-514a-2",1.71645114268573,1.95607938576938,11.8482630429726,0.000577151540462545,0.0022155680719942,"UP","hsa-mir-514a-2","hsa-mir-514a-2"
"hsa-mir-514a-3",1.84257743911669,1.9693664760178,13.9189653065616,0.000190862890843138,0.000805292377281109,"UP","hsa-mir-514a-3","hsa-mir-514a-3"
"hsa-mir-515-1",5.97806879715578,1.85455720542333,16.6859230533978,4.41070770846639e-05,0.000209359605756597,"UP","hsa-mir-515-1","hsa-mir-515-1"
"hsa-mir-515-2",6.08938562962512,1.86146942345158,17.0218798073502,3.69515528119618e-05,0.000181940386073856,"UP","hsa-mir-515-2","hsa-mir-515-2"
"hsa-mir-516a-1",6.64308888717038,3.84630264654869,27.2049551646103,1.82989082102418e-07,1.52129976540768e-06,"UP","hsa-mir-516a-1","hsa-mir-516a-1"
"hsa-mir-516a-2",6.075165796326,3.6028727754812,25.274476346465,4.97245338878261e-07,3.81764864002162e-06,"UP","hsa-mir-516a-2","hsa-mir-516a-2"
"hsa-mir-516b-1",7.26107564900898,3.31435813259543,24.5355155829504,7.29526762073747e-07,5.42320159107733e-06,"UP","hsa-mir-516b-1","hsa-mir-516b-1"
"hsa-mir-516b-2",6.01574972980752,2.22308770443763,18.7522750063913,1.48845685049149e-05,7.98199188908604e-05,"UP","hsa-mir-516b-2","hsa-mir-516b-2"
"hsa-mir-517a",4.78432008753716,3.95870650461509,18.0118814767786,2.19530507330027e-05,0.000113815632029036,"UP","hsa-mir-517a","hsa-mir-517a"
"hsa-mir-517b",4.77367549150967,3.94835655061042,17.977432798707,2.23539421003127e-05,0.000115467972981395,"UP","hsa-mir-517b","hsa-mir-517b"
"hsa-mir-517c",6.33886842506784,2.46766634543481,21.3346563884789,3.85695366601029e-06,2.35609560901933e-05,"UP","hsa-mir-517c","hsa-mir-517c"
"hsa-mir-5187",1.04574907721473,0.292537713077882,25.0468873617615,5.59530054628936e-07,4.24940392839813e-06,"UP","hsa-mir-5187","hsa-mir-5187"
"hsa-mir-518a-1",6.18743327485055,2.26569399142485,18.3856635851995,1.80410286675633e-05,9.52918995410769e-05,"UP","hsa-mir-518a-1","hsa-mir-518a-1"
"hsa-mir-518a-2",5.58480669947854,2.3682273766373,15.2266551700521,9.53480721173221e-05,0.000419949972805133,"UP","hsa-mir-518a-2","hsa-mir-518a-2"
"hsa-mir-518b",6.75385318424121,4.2840178473814,28.8896358093735,7.66218025150132e-08,6.99049561906451e-07,"UP","hsa-mir-518b","hsa-mir-518b"
"hsa-mir-518c",6.2291951455752,4.32470525557086,22.8928952579482,1.71283791327137e-06,1.1514532383475e-05,"UP","hsa-mir-518c","hsa-mir-518c"
"hsa-mir-518d",3.27481929555233,-0.739712889938958,13.7181570368455,0.000212391178391642,0.000877675310706637,"UP","hsa-mir-518d","hsa-mir-518d"
"hsa-mir-518e",6.53949047076298,3.21912986539679,22.6934305063369,1.90016401729603e-06,1.27130021157187e-05,"UP","hsa-mir-518e","hsa-mir-518e"
"hsa-mir-518f",7.48653118547927,3.85926381101959,26.1402390449202,3.17498019492341e-07,2.5345722578792e-06,"UP","hsa-mir-518f","hsa-mir-518f"
"hsa-mir-519a-1",7.37729727516154,5.29623020622865,34.8705140447418,3.52377150899091e-09,3.92928489693033e-08,"UP","hsa-mir-519a-1","hsa-mir-519a-1"
"hsa-mir-519a-2",6.88273644464117,4.33362361903051,27.7140996730367,1.406339476034e-07,1.2086466147716e-06,"UP","hsa-mir-519a-2","hsa-mir-519a-2"
"hsa-mir-519b",6.16742631357166,1.20160984118466,17.0736446817951,3.59578633721288e-05,0.00017789013393606,"UP","hsa-mir-519b","hsa-mir-519b"
"hsa-mir-519c",6.98242668482593,2.69287934538911,23.8060764604542,1.0654557715941e-06,7.56043110651371e-06,"UP","hsa-mir-519c","hsa-mir-519c"
"hsa-mir-519d",6.61567167790892,2.84057007572697,22.4262498461526,2.18369037758935e-06,1.44720989646842e-05,"UP","hsa-mir-519d","hsa-mir-519d"
"hsa-mir-519e",4.53834253316562,-0.090209756815259,11.9404341479129,0.000549286783639984,0.00211437789318953,"UP","hsa-mir-519e","hsa-mir-519e"
"hsa-mir-520a",7.69435090244048,5.82084779691417,38.9767562983452,4.28881659371997e-10,5.52824524236381e-09,"UP","hsa-mir-520a","hsa-mir-520a"
"hsa-mir-520b",7.4028898858491,4.22127395285493,29.6062800126183,5.29331632236034e-08,4.92523803504389e-07,"UP","hsa-mir-520b","hsa-mir-520b"
"hsa-mir-520c",7.44856769496263,2.61192985672524,27.7079673773864,1.41080458948428e-07,1.2086466147716e-06,"UP","hsa-mir-520c","hsa-mir-520c"
"hsa-mir-520d",6.30992547820687,2.28906473835315,19.9969452442173,7.7565979817668e-06,4.44817149566626e-05,"UP","hsa-mir-520d","hsa-mir-520d"
"hsa-mir-520e",6.87413524122347,2.14644046515435,23.017477162712,1.60535337386204e-06,1.10025438550057e-05,"UP","hsa-mir-520e","hsa-mir-520e"
"hsa-mir-520f",7.33415089942648,3.5040452169138,23.8492249288462,1.04183819104741e-06,7.43036882447516e-06,"UP","hsa-mir-520f","hsa-mir-520f"
"hsa-mir-520g",7.17612489503699,3.41297885875553,23.8722181106196,1.02946789446523e-06,7.41744816268538e-06,"UP","hsa-mir-520g","hsa-mir-520g"
"hsa-mir-520h",6.88585125306332,2.5022050196588,21.9876316293239,2.74413158305659e-06,1.75250221554296e-05,"UP","hsa-mir-520h","hsa-mir-520h"
"hsa-mir-521-1",5.8546395212723,1.26590311843744,15.6284337672582,7.70866921123057e-05,0.000342743045625916,"UP","hsa-mir-521-1","hsa-mir-521-1"
"hsa-mir-521-2",3.8020352676976,-0.430761904306444,11.673070078309,0.000634112844987835,0.00240412848404137,"UP","hsa-mir-521-2","hsa-mir-521-2"
"hsa-mir-522",6.69287653364753,3.13654146627247,23.2379480862671,1.43144672821051e-06,9.95634976799883e-06,"UP","hsa-mir-522","hsa-mir-522"
"hsa-mir-523",5.53763272538918,1.87065926116973,16.0226237396812,6.25900790739082e-05,0.000287382552610592,"UP","hsa-mir-523","hsa-mir-523"
"hsa-mir-524",5.56674605736482,1.15401569271911,16.6268136031332,4.55031569905891e-05,0.00021453669654959,"UP","hsa-mir-524","hsa-mir-524"
"hsa-mir-525",6.47836567472506,3.90820722953481,22.6257676958871,1.96827030710866e-06,1.31062548885672e-05,"UP","hsa-mir-525","hsa-mir-525"
"hsa-mir-526b",6.77710863719229,5.98734265381514,32.937731490431,9.51583587974654e-09,9.68822421090137e-08,"UP","hsa-mir-526b","hsa-mir-526b"
"hsa-mir-527",5.96943742921141,2.23689558546251,17.0999233195408,3.54637367323247e-05,0.000176065548088043,"UP","hsa-mir-527","hsa-mir-527"
"hsa-mir-532",1.1740770188956,10.6135688456424,77.3348492179028,1.44297383151978e-18,5.47940063050079e-17,"UP","hsa-mir-532","hsa-mir-532"
"hsa-mir-539",1.4973581257286,4.35368216868378,16.6671044639435,4.45468083653943e-05,0.000210734901526529,"UP","hsa-mir-539","hsa-mir-539"
"hsa-mir-541",3.57462739650993,1.87907888184088,34.0911698703595,5.25893697985865e-09,5.68369727438569e-08,"UP","hsa-mir-541","hsa-mir-541"
"hsa-mir-542",-1.10332568419755,8.17196986678076,84.6689691172709,3.52743375071484e-20,1.70898083439805e-18,"DOWN","hsa-mir-542","hsa-mir-542"
"hsa-mir-548aq",1.33500798229539,-1.15776489190805,13.9412206466836,0.000188616482853495,0.000798211320509519,"UP","hsa-mir-548aq","hsa-mir-548aq"
"hsa-mir-548d-1",1.22078848815253,-0.752306346151691,14.3179616575272,0.000154384754679649,0.000659302675759596,"UP","hsa-mir-548d-1","hsa-mir-548d-1"
"hsa-mir-548d-2",1.78161229294951,-0.728530753100648,26.6852101717483,2.39447317087012e-07,1.93346827877731e-06,"UP","hsa-mir-548d-2","hsa-mir-548d-2"
"hsa-mir-548f-1",5.20390052524223,0.645906210691859,15.5643961094353,7.97421278831258e-05,0.000353431197715432,"UP","hsa-mir-548f-1","hsa-mir-548f-1"
"hsa-mir-548x",3.55623517570556,-0.523592899087157,23.0420471161054,1.58496778094117e-06,1.09333480509616e-05,"UP","hsa-mir-548x","hsa-mir-548x"
"hsa-mir-548x-2",1.37346877010017,-1.15693102625528,12.0038319568725,0.000530912750836048,0.00205470774646494,"UP","hsa-mir-548x-2","hsa-mir-548x-2"
